Date,Open,High,Low,Close,Adj Close,Volume
1998-04-03,90.250000,90.578125,89.812500,90.093750,54.932446,493300
1998-04-06,90.875000,91.250000,90.343750,90.375000,55.103886,610500
1998-04-07,90.375000,90.390625,89.250000,89.890625,54.808582,707300
1998-04-08,90.062500,90.062500,88.828125,89.281250,54.437031,949500
1998-04-09,89.656250,90.468750,89.625000,90.375000,55.103886,451700
1998-04-13,90.734375,90.734375,89.562500,90.343750,55.084892,337900
1998-04-14,90.531250,91.515625,90.531250,91.437500,55.751755,451500
1998-04-15,91.656250,92.015625,91.203125,92.015625,56.104210,261800
1998-04-16,91.703125,91.703125,90.796875,91.062500,55.523048,232800
1998-04-17,90.734375,91.750000,90.578125,91.703125,56.123253,382900
1998-04-20,91.593750,91.656250,91.000000,91.296875,55.874615,299400
1998-04-21,91.250000,91.921875,90.968750,91.906250,56.247581,372000
1998-04-22,91.859375,92.109375,91.687500,91.843750,56.209309,503400
1998-04-23,91.718750,92.031250,91.109375,91.312500,55.884197,597700
1998-04-24,91.218750,91.562500,90.062500,90.546875,55.415592,820200
1998-04-27,89.437500,89.875000,88.390625,89.250000,54.621929,1916800
1998-04-28,90.031250,90.125000,88.656250,88.984375,54.459332,437200
1998-04-29,89.281250,89.953125,88.921875,89.421875,54.727089,298700
1998-04-30,90.328125,91.312500,90.218750,90.875000,55.616390,443100
1998-05-01,91.093750,91.656250,90.812500,91.656250,56.094559,338300
1998-05-04,91.984375,92.578125,91.812500,91.812500,56.190212,542500
1998-05-05,91.500000,91.859375,90.968750,91.484375,55.989388,325600
1998-05-06,91.843750,91.859375,90.281250,90.281250,55.253048,665500
1998-05-07,90.625000,90.625000,89.718750,89.734375,54.918324,593100
1998-05-08,89.750000,90.984375,89.687500,90.937500,55.654709,638100
1998-05-11,91.281250,91.843750,90.687500,90.921875,55.645084,703100
1998-05-12,90.906250,91.921875,90.609375,91.921875,56.257137,479000
1998-05-13,91.906250,92.359375,91.625000,92.250000,56.457966,399400
1998-05-14,91.562500,92.296875,91.343750,91.812500,56.190212,622900
1998-05-15,91.875000,91.875000,90.796875,90.796875,55.623142,280900
1998-05-18,90.875000,91.328125,90.000000,90.531250,55.460361,249200
1998-05-19,91.125000,91.312500,90.375000,90.562500,55.479534,482100
1998-05-20,91.250000,91.875000,90.640625,91.781250,56.226120,304400
1998-05-21,91.937500,92.171875,91.109375,91.375000,55.977276,530600
1998-05-22,91.593750,91.593750,90.937500,91.234375,55.891148,219000
1998-05-26,91.734375,91.843750,89.656250,89.656250,54.924374,561300
1998-05-27,89.000000,89.859375,87.937500,89.656250,54.924374,1041100
1998-05-28,89.750000,90.093750,89.187500,89.984375,55.125359,367700
1998-05-29,90.281250,90.421875,88.843750,88.843750,54.426678,232400
1998-06-01,88.625000,89.859375,88.593750,89.406250,54.771236,445800
1998-06-02,89.734375,89.875000,88.781250,88.953125,54.493633,391600
1998-06-03,89.375000,89.406250,87.812500,87.843750,53.813995,473100
1998-06-04,87.875000,88.953125,87.531250,88.890625,54.455360,636200
1998-06-05,89.468750,90.859375,89.000000,90.859375,55.661423,1014000
1998-06-08,90.750000,91.250000,90.484375,90.921875,55.699707,467900
1998-06-09,90.812500,91.046875,90.359375,90.734375,55.584812,180100
1998-06-10,90.281250,91.125000,89.578125,89.750000,54.981823,531300
1998-06-11,90.031250,90.140625,88.125000,88.125000,53.986317,529200
1998-06-12,88.187500,88.625000,86.875000,88.562500,54.254349,909200
1998-06-15,87.562500,87.937500,85.953125,86.000000,52.684517,617400
1998-06-16,86.812500,86.937500,85.937500,86.796875,53.172703,796500
1998-06-17,87.781250,89.171875,87.562500,88.656250,54.311775,895100
1998-06-18,88.437500,88.718750,88.093750,88.312500,54.101185,219000
1998-06-19,88.406250,88.546875,86.859375,87.078125,53.459976,506100
1998-06-22,87.187500,87.703125,86.796875,87.171875,53.517605,161500
1998-06-23,87.656250,88.421875,87.656250,88.375000,54.256180,201600
1998-06-24,88.500000,89.437500,87.859375,89.296875,54.822147,353100
1998-06-25,89.875000,90.296875,89.140625,89.687500,55.061977,420200
1998-06-26,89.593750,89.937500,89.343750,89.687500,55.061977,150400
1998-06-29,90.187500,90.656250,90.000000,90.125000,55.330555,297700
1998-06-30,89.906250,90.156250,89.359375,89.687500,55.061977,395600
1998-07-01,90.375000,90.671875,89.890625,90.593750,55.618389,347100
1998-07-02,90.343750,90.578125,90.140625,90.296875,55.436069,263900
1998-07-06,90.312500,91.250000,90.031250,91.250000,56.021278,166500
1998-07-07,91.171875,91.562500,90.718750,91.109375,55.934856,155700
1998-07-08,91.187500,91.984375,91.109375,91.953125,56.452953,146900
1998-07-09,91.375000,91.906250,90.468750,90.875000,55.791004,151500
1998-07-10,91.031250,91.468750,90.343750,91.234375,56.011692,127800
1998-07-13,91.375000,91.921875,90.796875,90.984375,55.858170,164400
1998-07-14,91.484375,92.671875,91.484375,92.437500,56.750313,276000
1998-07-15,93.000000,93.156250,92.281250,92.500000,56.788654,367900
1998-07-16,92.437500,93.406250,92.093750,93.265625,57.258728,356100
1998-07-17,93.437500,93.625000,93.093750,93.328125,57.297096,222100
1998-07-20,93.546875,93.578125,92.578125,93.125000,57.172394,234900
1998-07-21,93.578125,93.578125,91.750000,91.750000,56.328274,389800
1998-07-22,91.500000,91.750000,90.828125,91.406250,56.117168,229900
1998-07-23,91.171875,91.437500,89.203125,89.359375,54.860508,297000
1998-07-24,90.078125,90.078125,88.531250,89.437500,54.908497,424800
1998-07-27,88.968750,90.343750,88.531250,90.250000,55.407318,382900
1998-07-28,90.093750,90.093750,88.015625,89.218750,54.774197,557300
1998-07-29,89.812500,90.000000,88.828125,89.015625,54.649490,330400
1998-07-30,89.875000,90.375000,89.578125,90.234375,55.397732,533300
1998-07-31,90.125000,90.375000,88.156250,88.531250,54.352161,234400
1998-08-03,88.625000,88.921875,87.781250,87.812500,53.910877,429300
1998-08-04,88.625000,88.625000,84.875000,84.937500,52.145802,947200
1998-08-05,85.437500,85.921875,83.531250,85.656250,52.587070,1456000
1998-08-06,84.968750,86.234375,84.968750,85.656250,52.587070,571600
1998-08-07,86.281250,87.234375,85.500000,86.156250,52.893997,698900
1998-08-10,86.000000,86.406250,85.140625,85.781250,52.663776,233900
1998-08-11,84.250000,84.812500,83.062500,84.375000,51.800484,1034100
1998-08-12,85.218750,85.781250,84.718750,85.687500,52.606216,592000
1998-08-13,85.343750,86.218750,84.281250,84.281250,51.742920,651900
1998-08-14,85.625000,85.687500,83.781250,84.312500,51.762108,731000
1998-08-17,84.093750,85.968750,83.687500,85.750000,52.644619,948800
1998-08-18,86.218750,87.671875,86.031250,87.375000,53.642262,566000
1998-08-19,87.906250,87.906250,86.781250,86.968750,53.392803,324700
1998-08-20,86.593750,87.125000,86.156250,86.250000,52.951633,536300
1998-08-21,85.125000,85.593750,83.187500,85.593750,52.668991,1184400
1998-08-24,85.812500,86.343750,85.000000,85.625000,52.688221,292300
1998-08-25,86.468750,86.875000,85.281250,85.906250,52.861332,309400
1998-08-26,84.843750,85.812500,84.531250,85.390625,52.544041,653200
1998-08-27,83.937500,84.218750,80.812500,81.046875,49.871140,1887300
1998-08-28,82.000000,82.609375,80.125000,80.781250,49.707691,1225000
1998-08-31,81.218750,81.406250,74.875000,74.875000,46.073345,1284000
1998-09-01,76.218750,79.093750,73.875000,78.531250,48.323177,1760300
1998-09-02,78.656250,79.625000,77.625000,77.781250,47.861675,551100
1998-09-03,76.343750,77.625000,75.750000,77.031250,47.400150,806800
1998-09-04,77.687500,77.781250,74.937500,76.875000,47.304031,578100
1998-09-08,79.187500,80.656250,78.343750,80.593750,49.592316,1187900
1998-09-09,80.093750,80.468750,78.406250,78.406250,48.246243,879200
1998-09-10,76.468750,77.218750,75.000000,75.750000,46.611790,1292900
1998-09-11,75.375000,78.812500,75.015625,78.718750,48.438557,1086900
1998-09-14,79.421875,80.343750,79.218750,79.406250,48.861603,627700
1998-09-15,78.625000,80.500000,78.593750,80.281250,49.399986,418000
1998-09-16,80.937500,81.687500,79.593750,81.125000,49.919209,495200
1998-09-17,78.656250,79.406250,78.500000,78.781250,48.477032,681100
1998-09-18,78.562500,79.125000,78.125000,78.812500,48.563408,309400
1998-09-21,76.281250,79.562500,76.156250,79.250000,48.833008,562200
1998-09-22,80.062500,80.062500,78.515625,78.859375,48.592297,431900
1998-09-23,79.906250,81.875000,79.390625,81.875000,50.450535,680200
1998-09-24,81.265625,81.859375,79.234375,79.765625,49.150726,568800
1998-09-25,78.968750,80.968750,78.656250,80.125000,49.372185,422200
1998-09-28,80.937500,81.640625,80.375000,81.281250,50.084641,678800
1998-09-29,81.484375,81.562500,79.593750,80.687500,49.718781,1089600
1998-09-30,79.687500,80.437500,78.125000,78.187500,48.178352,673200
1998-10-01,77.000000,78.156250,75.750000,76.218750,46.965218,1107600
1998-10-02,76.375000,78.312500,75.062500,78.156250,48.159058,971800
1998-10-05,77.343750,78.000000,75.437500,77.218750,47.581379,728800
1998-10-06,78.312500,78.859375,76.625000,77.187500,47.562157,806100
1998-10-07,77.531250,78.562500,75.859375,77.343750,47.658379,1280800
1998-10-08,75.125000,77.750000,74.468750,77.312500,47.639153,2218200
1998-10-09,78.062500,79.375000,76.562500,79.187500,48.794487,1196900
1998-10-12,80.531250,80.968750,79.500000,79.781250,49.160416,630700
1998-10-13,80.000000,80.187500,78.687500,79.171875,48.784889,288500
1998-10-14,79.000000,80.671875,78.843750,79.687500,49.102631,939700
1998-10-15,79.500000,88.000000,79.187500,83.875000,51.682930,1219200
1998-10-16,83.937500,84.421875,83.250000,84.187500,51.875435,694800
1998-10-19,84.000000,85.250000,83.812500,84.625000,52.145031,423800
1998-10-20,85.484375,86.500000,84.484375,84.890625,52.308720,959800
1998-10-21,85.468750,85.796875,84.625000,85.062500,52.414654,599800
1998-10-22,85.031250,85.687500,84.203125,85.562500,52.722725,574800
1998-10-23,84.937500,85.187500,84.125000,84.312500,51.952503,463400
1998-10-26,85.000000,85.437500,84.125000,84.375000,51.990974,381100
1998-10-27,85.281250,85.421875,83.390625,83.718750,51.586586,915900
1998-10-28,83.859375,84.375000,83.171875,83.453125,51.422970,355200
1998-10-29,83.906250,85.437500,83.468750,85.437500,52.645687,413600
1998-10-30,86.093750,86.609375,85.578125,86.031250,53.011551,678700
1998-11-02,86.781250,87.468750,86.234375,87.468750,53.897335,598900
1998-11-03,87.187500,87.625000,86.703125,87.000000,53.608467,731200
1998-11-04,88.187500,88.843750,87.078125,88.234375,54.369137,706600
1998-11-05,87.296875,89.500000,87.140625,89.500000,55.148911,462600
1998-11-06,89.203125,89.937500,89.000000,89.875000,55.380074,400000
1998-11-09,89.843750,89.937500,88.515625,89.015625,54.850471,325700
1998-11-10,88.750000,89.421875,88.500000,88.625000,54.609772,345400
1998-11-11,89.437500,89.484375,87.968750,88.359375,54.446136,365000
1998-11-12,88.125000,89.218750,88.125000,88.625000,54.609772,354400
1998-11-13,88.656250,89.750000,88.468750,89.500000,55.148911,408300
1998-11-16,90.156250,90.468750,89.390625,90.343750,55.668880,273700
1998-11-17,89.953125,92.000000,89.031250,89.968750,55.437756,618700
1998-11-18,89.875000,90.968750,89.750000,90.671875,55.871056,249600
1998-11-19,90.937500,91.125000,90.312500,90.750000,55.919209,270800
1998-11-20,91.312500,91.734375,91.000000,91.718750,56.609680,331900
1998-11-23,92.359375,94.093750,92.250000,94.093750,58.075550,530600
1998-11-24,93.765625,93.890625,92.875000,93.093750,57.458397,503700
1998-11-25,93.250000,93.328125,92.609375,93.125000,57.477711,155300
1998-11-27,93.703125,93.718750,93.250000,93.250000,57.554775,71000
1998-11-30,93.046875,93.062500,90.750000,90.812500,56.050358,527600
1998-12-01,90.250000,91.906250,89.875000,91.265625,56.330036,379800
1998-12-02,90.531250,90.984375,89.515625,90.750000,56.011791,317600
1998-12-03,90.328125,90.984375,88.562500,88.828125,54.825554,638700
1998-12-04,89.625000,90.625000,89.375000,90.500000,55.857452,1230600
1998-12-07,90.593750,90.984375,90.000000,90.750000,56.011791,522900
1998-12-08,90.546875,91.000000,89.421875,90.312500,55.741776,405500
1998-12-09,90.171875,90.656250,89.656250,90.062500,55.587444,310100
1998-12-10,89.875000,90.015625,88.156250,88.281250,54.488022,422700
1998-12-11,88.015625,88.609375,87.265625,87.968750,54.295139,548700
1998-12-14,87.421875,87.968750,86.515625,86.515625,53.398293,393500
1998-12-15,87.500000,88.375000,86.515625,88.218750,54.449482,637200
1998-12-16,88.593750,88.593750,87.562500,87.875000,54.237331,537800
1998-12-17,88.140625,89.000000,88.140625,88.718750,54.758068,1114300
1998-12-18,89.109375,89.375000,88.515625,88.718750,54.850811,289100
1998-12-21,89.265625,91.187500,89.109375,89.812500,55.526985,483500
1998-12-22,90.265625,90.765625,89.421875,90.343750,55.855507,317700
1998-12-23,91.234375,92.312500,90.687500,92.062500,56.918114,657600
1998-12-24,92.109375,92.515625,91.812500,92.093750,56.937386,346900
1998-12-28,92.765625,92.781250,91.812500,91.937500,56.840801,274000
1998-12-29,92.296875,93.531250,91.765625,93.484375,57.797215,598800
1998-12-30,93.062500,93.468750,92.625000,92.625000,57.265911,202600
1998-12-31,92.609375,92.859375,91.500000,91.531250,56.589664,870300
1999-01-04,92.078125,93.609375,91.046875,91.953125,56.850536,490200
1999-01-05,91.937500,93.437500,91.937500,93.218750,57.633026,473000
1999-01-06,94.171875,95.812500,93.828125,95.656250,59.139965,701400
1999-01-07,94.250000,95.484375,94.093750,95.250000,58.888767,450300
1999-01-08,96.250000,96.625000,95.296875,96.515625,59.671307,446300
1999-01-11,96.343750,96.453125,95.250000,96.343750,59.565014,603000
1999-01-12,95.937500,96.062500,94.531250,94.531250,58.444424,539600
1999-01-13,91.796875,94.375000,91.796875,93.343750,57.710251,1082800
1999-01-14,93.500000,93.500000,90.718750,90.875000,56.183891,604100
1999-01-15,92.109375,93.500000,91.531250,93.468750,57.883068,470100
1999-01-19,94.312500,94.312500,92.015625,93.062500,57.631447,1505900
1999-01-20,94.187500,94.750000,92.750000,93.625000,57.979870,687500
1999-01-21,93.000000,93.781250,92.031250,92.125000,57.050900,944500
1999-01-22,90.921875,92.109375,90.750000,91.312500,56.547756,550700
1999-01-25,91.390625,92.281250,90.359375,92.281250,57.147709,608400
1999-01-26,92.296875,93.718750,91.828125,93.718750,58.037895,459600
1999-01-27,93.812500,94.000000,91.500000,91.687500,56.779922,487100
1999-01-28,92.468750,93.156250,92.218750,92.468750,57.263832,268200
1999-01-29,93.203125,94.000000,92.046875,93.281250,57.766911,306900
1999-02-01,93.984375,94.343750,93.156250,93.343750,57.805668,191400
1999-02-02,93.265625,93.296875,91.875000,92.656250,57.379890,473600
1999-02-03,92.218750,94.000000,92.218750,93.875000,58.134628,238100
1999-02-04,93.515625,94.000000,92.765625,93.500000,57.902409,442800
1999-02-05,93.218750,93.484375,92.437500,93.062500,57.631447,438700
1999-02-08,93.500000,93.765625,92.062500,92.812500,57.476685,335500
1999-02-09,92.640625,92.843750,91.000000,91.375000,56.586456,341700
1999-02-10,91.500000,91.906250,90.968750,91.625000,56.741249,751900
1999-02-11,92.109375,94.343750,91.500000,94.000000,58.212086,687700
1999-02-12,93.468750,93.984375,92.312500,92.906250,57.534737,410400
1999-02-16,93.593750,93.968750,92.500000,92.703125,57.408897,728100
1999-02-17,92.468750,93.781250,91.796875,92.437500,57.244469,466000
1999-02-18,92.734375,93.312500,91.968750,93.031250,57.612129,589200
1999-02-19,93.062500,93.984375,92.593750,93.531250,58.015301,382200
1999-02-22,93.453125,95.718750,93.359375,95.687500,59.352844,418500
1999-02-23,95.343750,96.125000,94.562500,95.562500,59.275246,632800
1999-02-24,95.703125,96.078125,93.750000,93.875000,58.228523,695600
1999-02-25,93.281250,93.843750,92.250000,93.187500,57.802071,1438600
1999-02-26,93.718750,93.812500,92.437500,92.890625,57.617943,356200
1999-03-01,93.000000,93.562500,92.250000,93.062500,57.724514,336900
1999-03-02,93.609375,94.218750,92.640625,93.281250,57.860256,242000
1999-03-03,93.015625,93.343750,92.000000,92.843750,57.588879,201200
1999-03-04,93.500000,94.968750,93.343750,94.968750,58.906925,584900
1999-03-05,96.328125,97.843750,96.171875,97.625000,60.554558,1525300
1999-03-08,97.671875,97.781250,96.796875,97.468750,60.457649,298300
1999-03-09,97.312500,98.343750,96.750000,96.937500,60.128159,848200
1999-03-10,97.125000,97.937500,96.812500,97.937500,60.748428,180300
1999-03-11,98.609375,99.718750,98.031250,99.312500,61.601257,758500
1999-03-12,99.843750,99.859375,98.640625,98.640625,61.184528,411300
1999-03-15,98.906250,99.750000,98.750000,99.734375,61.862915,204000
1999-03-16,99.921875,100.109375,99.265625,99.437500,61.678764,644400
1999-03-17,99.468750,99.750000,98.687500,98.921875,61.358967,608100
1999-03-18,98.765625,100.468750,98.625000,100.312500,62.221592,399800
1999-03-19,100.500000,100.750000,98.562500,98.562500,61.227650,501000
1999-03-22,98.687500,99.437500,98.562500,99.125000,61.577099,118500
1999-03-23,98.421875,99.437500,96.281250,96.625000,60.024021,824500
1999-03-24,96.828125,97.093750,96.171875,96.843750,60.159924,253600
1999-03-25,97.828125,98.734375,97.390625,98.625000,61.266422,385500
1999-03-26,97.953125,98.500000,97.500000,98.281250,61.052937,258900
1999-03-29,99.203125,100.500000,99.000000,99.875000,62.042988,441200
1999-03-30,98.921875,99.859375,98.671875,99.281250,61.674091,552000
1999-03-31,99.750000,99.968750,97.656250,97.750000,60.722878,452900
1999-04-01,98.500000,98.625000,97.546875,98.265625,61.043243,267500
1999-04-05,99.343750,100.343750,98.812500,100.125000,62.198277,457400
1999-04-06,99.546875,100.312500,99.187500,99.625000,61.887714,231600
1999-04-07,100.375000,101.093750,99.375000,101.000000,62.741886,313900
1999-04-08,101.015625,102.140625,100.468750,102.062500,63.401871,362600
1999-04-09,101.593750,102.593750,101.000000,101.875000,63.285370,402300
1999-04-12,100.625000,103.625000,100.625000,103.515625,64.304588,900800
1999-04-13,103.375000,104.281250,103.000000,104.125000,64.683105,1310900
1999-04-14,104.781250,105.218750,103.578125,104.343750,64.818993,1553700
1999-04-15,104.312500,105.156250,103.500000,104.843750,65.129608,1917400
1999-04-16,105.000000,105.218750,103.781250,104.531250,64.946617,2050400
1999-04-19,104.937500,107.484375,103.500000,104.375000,64.849510,5045900
1999-04-20,104.250000,104.968750,103.125000,104.468750,64.907806,4491000
1999-04-21,104.515625,106.531250,104.156250,106.500000,66.169846,2419100
1999-04-22,106.968750,107.593750,106.125000,107.468750,66.771667,1891000
1999-04-23,107.000000,107.625000,106.312500,107.093750,66.538727,942000
1999-04-26,107.343750,107.343750,106.406250,107.250000,66.635811,629400
1999-04-27,108.000000,108.625000,107.515625,108.375000,67.334808,2460600
1999-04-28,108.250000,109.437500,107.968750,108.265625,67.266823,2919100
1999-04-29,108.812500,109.312500,108.125000,108.781250,67.587196,1922000
1999-04-30,109.281250,109.562500,106.500000,107.625000,66.868835,3761500
1999-05-03,107.937500,110.218750,107.531250,110.218750,68.480362,1834900
1999-05-04,109.812500,110.406250,108.718750,109.250000,67.878448,2046600
1999-05-05,109.343750,109.734375,107.750000,109.375000,67.956131,2827000
1999-05-06,109.218750,109.843750,108.375000,109.500000,68.033737,2659100
1999-05-07,110.062500,110.437500,109.250000,110.437500,68.616272,1749800
1999-05-10,110.281250,111.093750,109.625000,110.000000,68.344414,1598000
1999-05-11,110.625000,111.000000,109.687500,110.218750,68.480362,1519200
1999-05-12,110.000000,110.687500,107.000000,110.156250,68.441536,3325500
1999-05-13,110.968750,111.500000,110.500000,111.250000,69.121033,1390300
1999-05-14,109.687500,110.109375,108.750000,109.125000,67.800766,2026200
1999-05-17,108.906250,108.937500,107.687500,108.750000,67.567757,1204800
1999-05-18,109.187500,109.500000,107.625000,108.828125,67.616318,1152500
1999-05-19,109.062500,109.312500,108.250000,109.062500,67.761955,679000
1999-05-20,109.437500,109.687500,108.781250,108.812500,67.606544,1410900
1999-05-21,108.812500,108.906250,107.750000,108.250000,67.398933,747200
1999-05-24,108.687500,108.687500,106.156250,106.375000,66.231506,1241800
1999-05-25,106.312500,107.593750,105.062500,105.062500,65.414345,1253300
1999-05-26,105.968750,107.343750,105.062500,107.000000,66.620659,1336500
1999-05-27,106.625000,106.687500,104.218750,104.875000,65.297638,1617700
1999-05-28,104.968750,105.937500,104.750000,105.140625,65.462997,702700
1999-06-01,105.203125,106.125000,104.062500,106.093750,66.056404,1968500
1999-06-02,106.000000,106.343750,104.656250,105.921875,65.949425,1111500
1999-06-03,106.312500,106.812500,105.937500,106.750000,66.465004,583900
1999-06-04,107.437500,108.312500,106.812500,108.218750,67.379501,632300
1999-06-07,108.375000,109.250000,108.125000,108.968750,67.846474,651700
1999-06-08,108.906250,108.906250,107.375000,107.750000,67.087685,574000
1999-06-09,108.031250,108.031250,106.718750,107.125000,66.698479,395400
1999-06-10,106.562500,106.718750,105.343750,106.218750,66.134262,750600
1999-06-11,106.625000,107.000000,104.343750,104.968750,65.355965,1043900
1999-06-14,105.500000,106.125000,105.000000,105.687500,65.803436,589100
1999-06-15,106.125000,106.875000,105.765625,106.343750,66.212067,697300
1999-06-16,107.281250,108.062500,107.250000,107.781250,67.107101,773500
1999-06-17,107.500000,108.875000,107.250000,108.718750,67.690826,632500
1999-06-18,108.562500,108.843750,108.187500,108.468750,67.607903,264300
1999-06-21,108.750000,108.968750,107.625000,108.125000,67.393646,309700
1999-06-22,107.625000,108.218750,107.015625,107.156250,66.789825,398800
1999-06-23,106.968750,107.031250,106.281250,106.500000,66.380806,493800
1999-06-24,106.375000,106.406250,104.750000,105.625000,65.835449,603500
1999-06-25,106.125000,106.406250,105.500000,105.734375,65.903549,297600
1999-06-28,106.562500,107.000000,106.250000,106.687500,66.497658,522300
1999-06-29,106.593750,108.000000,106.328125,107.625000,67.082016,308300
1999-06-30,107.812500,110.250000,107.250000,109.375000,68.172791,1151100
1999-07-01,109.843750,111.000000,109.062500,110.718750,69.010323,1408100
1999-07-02,110.812500,111.750000,110.625000,111.656250,69.594696,393900
1999-07-06,111.687500,112.500000,111.265625,111.406250,69.438828,548000
1999-07-07,111.250000,111.843750,110.812500,111.562500,69.536232,563100
1999-07-08,111.093750,112.250000,111.000000,111.156250,69.283035,430000
1999-07-09,111.718750,112.093750,111.406250,112.062500,69.847885,323300
1999-07-12,112.593750,112.593750,111.593750,111.843750,69.711510,414200
1999-07-13,111.093750,112.234375,110.812500,111.906250,69.750504,341900
1999-07-14,112.312500,112.312500,111.250000,111.656250,69.594696,354100
1999-07-15,112.312500,112.343750,111.468750,111.703125,69.623886,287100
1999-07-16,111.937500,112.187500,111.437500,112.031250,69.849030,226300
1999-07-19,112.375000,112.625000,111.687500,111.765625,69.683395,290700
1999-07-20,111.281250,111.812500,109.500000,109.656250,68.368256,816500
1999-07-21,109.843750,110.593750,109.343750,109.937500,68.543579,534900
1999-07-22,109.781250,110.468750,108.687500,109.437500,68.231918,1008500
1999-07-23,110.000000,110.093750,108.625000,109.062500,67.998047,541700
1999-07-26,108.718750,109.234375,108.343750,108.437500,67.608398,377600
1999-07-27,109.156250,110.234375,108.906250,109.625000,68.348816,1080200
1999-07-28,109.625000,110.250000,109.312500,109.437500,68.231918,459100
1999-07-29,108.437500,108.593750,106.937500,107.781250,67.199272,1201800
1999-07-30,107.937500,108.234375,106.312500,106.343750,66.303001,788700
1999-08-02,106.375000,107.906250,106.031250,106.562500,66.439392,673700
1999-08-03,107.125000,107.250000,105.859375,106.718750,66.536850,1141400
1999-08-04,107.156250,108.109375,106.500000,106.656250,66.497856,1571300
1999-08-05,107.000000,108.343750,105.500000,108.343750,67.549965,1613300
1999-08-06,107.500000,108.250000,106.500000,107.093750,66.770615,800600
1999-08-09,107.187500,107.562500,106.750000,107.125000,66.790131,634100
1999-08-10,107.000000,107.156250,105.281250,106.750000,66.556328,2335100
1999-08-11,107.375000,108.093750,106.531250,108.000000,67.335678,716300
1999-08-12,108.250000,109.125000,107.875000,107.906250,67.277176,595100
1999-08-13,109.218750,110.000000,109.015625,110.000000,68.582581,567200
