,lookback,n_units,batch_size,ln_rate,train_loss,val_loss,train_acc,val_acc,test_acc
10,5,32,100,0.005,"[0.1093149936113312, 0.10923054472996602, 0.10922587322036709, 0.10922438929361143, 0.10922371482834514, 0.10922341362721869, 0.10922322756955073, 0.1092231611365151, 0.1092231235287415, 0.10922310383850307, 0.10922306661656318, 0.10922306642125275, 0.10922307216152183, 0.10922308267367861, 0.1092230693934715]","[0.0377876774552618, 0.037772529213084965, 0.03776914653210194, 0.037767827763314846, 0.03776722607499144, 0.03776689714402381, 0.03776676355803453, 0.037766693700439176, 0.03776664027637072, 0.037766598631461416, 0.037766595519047534, 0.0377665865419642, 0.037766585541147694, 0.037766584983947596, 0.03776658470302321]","[0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562]","[0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483]",0.5944609045982361
11,5,32,100,0.1,"[0.10926017259935926, 0.10922339413246702, 0.1092230872402257, 0.10922308350349404, 0.10922307194305744, 0.10922308048507033, 0.10922308697875746, 0.10922305875913871, 0.10922307372271942, 0.10922306934901001, 0.1092230474688584, 0.10922307400005428, 0.10922307597552944, 0.10922307063617186, 0.10922306524654633]","[0.03776765762207894, 0.03776668072897576, 0.03776659794505439, 0.03776658699652845, 0.03776658576237686, 0.0377665850614026, 0.03776658471722045, 0.037766584544379575, 0.03776658444363906, 0.037766584390869704, 0.037766584363506765, 0.03776658434664764, 0.03776658433821141, 0.03776658433381887, 0.037766584331448874]","[0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562]","[0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483]",0.5944609045982361
12,5,32,500,0.001,"[0.1095558444726957, 0.1094945883505965, 0.10944624041041283, 0.10940783496384751, 0.10937746609114621, 0.10935294209686044, 0.10933336870719308, 0.10931739313145207, 0.10930440503440492, 0.10929366152343653, 0.10928479408564633, 0.10927731612188325, 0.10927102255494628, 0.10926570263627457, 0.10926113935978446]","[0.03808475285768509, 0.03803170099854469, 0.03798879683017731, 0.03795411437749863, 0.03792572766542435, 0.037902820855379105, 0.03788420185446739, 0.037869106978178024, 0.037856534123420715, 0.037846099585294724, 0.0378371924161911, 0.037829648703336716, 0.03782321512699127, 0.03781765326857567, 0.03781277313828468]","[0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562]","[0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483]",0.5944609045982361
13,5,32,500,0.005,"[0.10946790761735341, 0.10932397638281731, 0.10927033812215883, 0.10924768999014815, 0.10923718160962405, 0.10923200029216401, 0.10922933589309862, 0.10922771085002651, 0.10922665823571226, 0.10922593946966802, 0.10922540474223764, 0.10922503052917246, 0.10922473464417218, 0.10922445622209, 0.1092242862683347]","[0.037924401462078094, 0.03784412145614624, 0.03780807554721832, 0.03779061511158943, 0.037781454622745514, 0.03777671232819557, 0.03777387738227844, 0.03777201473712921, 0.037770792841911316, 0.037769973278045654, 0.03776934742927551, 0.037768878042697906, 0.03776852414011955, 0.03776825591921806, 0.03776802495121956]","[0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562]","[0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483]",0.5944609045982361
14,5,32,500,0.1,"[0.10937151105154293, 0.10924287222019613, 0.10922941672679497, 0.10922566325952057, 0.1092241378883793, 0.10922351163135816, 0.10922332266218042, 0.10922319391002394, 0.109223142062148, 0.10922310858556669, 0.10922309635644079, 0.10922308557579019, 0.10922308490700917, 0.10922308306987971, 0.10922305740109861]","[0.03780004382133484, 0.03777594864368439, 0.03777024522423744, 0.037768229842185974, 0.03776733949780464, 0.03776700049638748, 0.03776686266064644, 0.03776676207780838, 0.037766702473163605, 0.037766680121421814, 0.03776666149497032, 0.037766654044389725, 0.03776664659380913, 0.03776664286851883, 0.03776663914322853]","[0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562]","[0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483]",0.5944609045982361
15,5,32,800,0.001,"[0.10957653106075443, 0.10953280630789392, 0.10949398597625837, 0.10946091570674557, 0.10943266472536815, 0.10940879379233269, 0.1093881641042559, 0.10937055047244242, 0.10935498508688522, 0.10934144789225435, 0.10932957105440637, 0.10931910717324035, 0.10930992060736434, 0.10930189068512099, 0.10929480562471364]","[0.03811172768473625, 0.03807080164551735, 0.03803534805774689, 0.03800497204065323, 0.037979044020175934, 0.03795666620135307, 0.03793710097670555, 0.03791989013552666, 0.037904828786849976, 0.03789162263274193, 0.037879910320043564, 0.037869587540626526, 0.037860460579395294, 0.037852395325899124, 0.037845179438591]","[0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562]","[0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483]",0.5944609045982361
16,5,32,800,0.005,"[0.10953993049820196, 0.10940442428196946, 0.10933015253777577, 0.10928675103677463, 0.10926178546801005, 0.10924797025445389, 0.10924036882511556, 0.1092356394925346, 0.10923249652124431, 0.1092304426105055, 0.10922897678532012, 0.10922795534133911, 0.10922714993349684, 0.10922654320115913, 0.10922609473744484]","[0.03800623491406441, 0.03791537135839462, 0.03786078467965126, 0.03782706707715988, 0.037807319313287735, 0.037795957177877426, 0.03778848052024841, 0.03778298944234848, 0.03777889907360077, 0.03777605667710304, 0.03777407482266426, 0.03777270391583443, 0.037771742790937424, 0.03777102753520012, 0.03777046129107475]","[0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562]","[0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483]",0.5944609045982361
17,5,32,800,0.1,"[0.10942018154549273, 0.10927127648706306, 0.10923915427841552, 0.10923151692298994, 0.10922732500180807, 0.10922538989210782, 0.1092246656548487, 0.10922398612107316, 0.10922363318809092, 0.10922342212232825, 0.10922328898147361, 0.10922321228131857, 0.10922317962123923, 0.10922313103937123, 0.10922311552583355]","[0.037842217832803726, 0.037788547575473785, 0.03777702897787094, 0.03777210786938667, 0.037769488990306854, 0.03776852786540985, 0.03776776045560837, 0.03776730224490166, 0.03776705265045166, 0.037766892462968826, 0.03776680305600166, 0.037766747176647186, 0.0377667173743248, 0.03776669129729271, 0.03776666894555092]","[0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562]","[0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483]",0.5944609045982361
18,5,64,100,0.001,"[0.10949338382039832, 0.10931264537654511, 0.10926201086142898, 0.10924311451715966, 0.1092348693333431, 0.10923067986939165, 0.10922840872637907, 0.10922697617585471, 0.10922607542498516, 0.10922541799829734, 0.10922493240425006, 0.1092245414717164, 0.10922427747517796, 0.10922405687623356, 0.10922384039972806]","[0.037939090929894476, 0.037841145013140176, 0.037804524172557655, 0.03778834324240844, 0.03778022452902876, 0.03777576313999986, 0.03777320135421249, 0.03777151722236255, 0.037770411423695305, 0.03776958892914874, 0.037768971730524466, 0.03776849055182386, 0.03776812022576379, 0.03776782001214065, 0.03776758567747054]","[0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562]","[0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483]",0.5944609045982361
19,5,64,100,0.005,"[0.10930158686116481, 0.10922801529200302, 0.10922470992285252, 0.10922379861417914, 0.10922341324830434, 0.1092232732769763, 0.10922319651487691, 0.10922311960834347, 0.10922310506042471, 0.10922308247145993, 0.10922306469406985, 0.1092230783136302, 0.1092230738871146, 0.10922305527877169, 0.10922308559890581]","[0.037779015415598506, 0.03777013426425749, 0.03776809044776478, 0.03776735880145502, 0.03776698451825295, 0.037766807503713154, 0.0377666990228593, 0.03776667298045647, 0.037766599984545235, 0.03776659617797004, 0.03776658685403072, 0.037766585707859, 0.03776658507482416, 0.03776658473307881, 0.03776658453111161]","[0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562, 0.5983562]","[0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483, 0.6034483]",0.5944609045982361
